ZIP,SALE_PRICE,TOTAL_UNITS,GROSS_SQUARE_FEET,LAT,LNG
02114,199.00,2,,42.3648189588525,-71.06907671576315
02114,289.00,2,,42.36390010325937,-71.06997018049121
02114,220.00,1,,42.36404531328841,-71.06478588150799
02114,199.00,2,,42.365474679046216,-71.06891649349022
02114,95.00,1,,42.361299818297674,-71.07161759742179
02114,199.00,2,,42.36486189808193,-71.06715419186052
02114,169.00,1,,42.36318985341243,-71.06910537918141
02114,199.00,2,,42.36360383432345,-71.07035471181379
02114,169.00,1,,42.36523377941854,-71.0677963849673
02119,192.00,2,,42.31465541166664,-71.09929095218234
02114,169.00,1,,42.364801672919455,-71.06865495357737
02114,169.00,1,,42.36480762291193,-71.0689303934233
02114,199.00,2,,42.364668042853936,-71.06942445347283
02114,199.00,2,,42.36479585053193,-71.07010306472651
02114,249.00,1,,42.3649449797097,-71.06766819894484
02114,199.00,2,,42.36513193449141,-71.06975166423223
02114,199.00,2,,42.36514743907026,-71.06754832855776
02114,450.00,3,,42.36169550538031,-71.06575767216657
02114,99.00,0,,42.36123199619656,-71.07050791596411
02114,249.00,1,,42.36386502353799,-71.06895043843967
02130,175.00,3,,42.3250487304867,-71.10629608704429
02114,199.00,2,,42.36329130750653,-71.06710681709838
02114,135.00,1,,42.36512257188307,-71.06859844486102
02114,189.00,1,,42.36372540039418,-71.06815872074992
02114,60.00,1,,42.3618458600874,-71.06834786495743
02114,209.00,1,,42.36340800514069,-71.06763390122244
02114,280.00,1,,42.36342019650638,-71.07108145608237
02114,275.00,2,,42.36354350908437,-71.06945967482491
02114,269.00,2,,42.36511606061526,-71.06926304774595
02114,219.00,1,925,42.364594246415486,-71.06548310163454
02108,110.00,1,,42.35866925366806,-71.06331526509506
02130,70.00,1,,42.29554924453866,-71.11354968974973
02114,275.00,2,,42.36115665691108,-71.06603416127885
02108,200.00,2,,42.35781632723257,-71.06665887467764
02108,425.00,1,,42.358803107150344,-71.06972215883614
02114,150.00,1,,42.360596437807565,-71.06666051364803
02114,128.00,2,,42.36038187728937,-71.06780657681584
02114,177.00,1,,42.360626928752986,-71.06580134322449
02114,150.00,1,,42.359342901967416,-71.06879855556029
02114,220.00,2,,42.3593549958303,-71.06436761787045
02114,155.00,1,,42.35997590586026,-71.06678112347387
02116,399.00,3,,42.35687785981932,-71.07395820653973
02130,65.00,1,,42.322355413149516,-71.10672991341261
02114,159.00,1,,42.358050489894815,-71.07132938575543
02114,99.00,0,,42.35998238011228,-71.06812793775775
02114,120.00,1,,42.36082994661295,-71.06417988061659
02108,270.00,1,,42.35770803978646,-71.07242019916289
02114,150.00,1,,42.36029552671588,-71.06958375676562
02108,89.00,0,,42.35839219543199,-71.06437784180719
02114,199.00,0,,42.35772102284584,-71.06628546479885
02114,120.00,1,,42.357662025135596,-71.0706933971195
02114,133.00,0,,42.35890339819018,-71.07009064770922
02108,275.00,1,,42.35913965938924,-71.07109732108471
02130,100.00,1,,42.305711663190294,-71.1056671002783
02108,165.00,0,,42.3567161004591,-71.07147169563085
02108,300.00,1,,42.35841508488891,-71.06891422209479
02114,100.00,1,,42.3608016479687,-71.06450367804659
02114,85.00,1,,42.3604697212397,-71.06954017181788
02114,769.00,3,,42.35737821295598,-71.07135090525698
02114,155.00,0,,42.36070876594344,-71.06421829728033
02114,85.00,1,,42.36090969048259,-71.06510423932899
02114,255.00,0,,42.359150946545846,-71.06681643718575
02114,299.00,1,,42.358480754877796,-71.06947903170361
02114,143.00,1,,42.35833271063053,-71.0671765703184
02130,185.00,1,,42.30248683101913,-71.11331372851822
02108,260.00,2,,42.355697356868326,-71.07316574199247
02114,267.00,2,,42.35849848510465,-71.0692548911306
02114,299.00,2,,42.36000710094668,-71.06661125772438
02114,155.00,0,,42.360836397268315,-71.06412894008766
02108,250.00,1,,42.35756837956525,-71.06366054660596
02114,169.00,1,,42.35836713965818,-71.06982921255648
02114,75.00,1,,42.35847192699124,-71.06826281362132
02114,137.00,0,,42.35958021977073,-71.06396674324603
02114,225.00,1,,42.35840072260606,-71.07021793673707
02114,220.00,2,,42.359748575194594,-71.06617818430853
02119,250.00,5,,42.31867699226627,-71.100333066673
02114,210.00,1,,42.358028337694236,-71.0719802911568
02114,147.00,2,,42.36078945285849,-71.06710893749593
02108,180.00,1,,42.35685565099392,-71.07025135971973
02108,209.00,0,,42.35721790205242,-71.07050227797782
02114,199.00,1,,42.35997894671896,-71.06478599509708
02114,103.00,1,,42.3608574689739,-71.06594360239976
02114,200.00,2,,42.36054560350946,-71.0691162791922
02114,113.00,1,,42.361051236269944,-71.06678529935463
02108,175.00,1,,42.358925843884826,-71.06310908854002
02108,175.00,1,,42.358431371290024,-71.06814574822839
02130,110.00,1,,42.31762621945572,-71.10865424017277
02114,238.00,1,,42.357799319458906,-71.06303531486179
02114,250.00,2,,42.36057290297437,-71.06548638624518
02108,100.00,1,,42.35736754953065,-71.06513533397623
02114,200.00,0,,42.36033210319927,-71.0679207505733
02108,200.00,1,,42.35898848993431,-71.06324696239577
02114,184.00,0,,42.35901991724786,-71.06569714846482
02114,305.00,2,,42.36114286613522,-71.06521324184692
02108,130.00,1,,42.35789243298354,-71.06962757453424
02114,149.00,1,,42.358705583516034,-71.06734735102623
02114,200.00,0,,42.35887150469967,-71.06992198061587
02130,150.00,2,,42.31227026019718,-71.10086090909755
02114,600.00,2,,42.35841014102986,-71.0682283886542
02114,200.00,1,,42.36003477904195,-71.07059547723476
02114,199.00,1,,42.35757078432021,-71.07230206311364
02114,250.00,2,,42.3585165018323,-71.07071040050093
02114,220.00,1,,42.35591933730473,-71.0719628550533
02108,275.00,2,,42.35942833501234,-71.06985689209802
02114,1235.00,1,,42.35800212077594,-71.06895579575065
02114,200.00,2,,42.35965440735418,-71.07040995203931
02114,135.00,1,,42.36059821740399,-71.0680153062853
02114,199.00,2,,42.35811921026056,-71.07072938065218
02131,49.00,1,,42.28280175042395,-71.11514509094087
02130,168.00,2,,42.32527016657306,-71.10701088601907
02114,140.00,1,,42.35830031421295,-71.07186924125841
02108,375.00,1,,42.35679757861307,-71.07309058872016
02114,104.00,1,,42.35927534499617,-71.07166437234036
02114,650.00,4,,42.360768988020325,-71.06444906350724
02114,395.00,1,,42.358785118535316,-71.06752595011125
02114,200.00,1,,42.35869537596135,-71.07146293306957
02114,89.00,1,,42.35850495557442,-71.06405168745427
02114,157.00,0,,42.36093112384436,-71.06397602750671
02114,185.00,1,,42.36031305418009,-71.06659066535445
02114,100.00,1,,42.36020415031003,-71.06839983708964
02131,60.00,1,,42.29558694639871,-71.11941563945955
02114,200.00,1,,42.35898071106728,-71.06664824634025
02114,330.00,1,,42.35871892420606,-71.0695885859974
02114,229.00,1,,42.35957555630735,-71.06706379372844
02114,130.00,1,,42.35964127184067,-71.06552063164793
02108,200.00,1,,42.356747477049346,-71.07014338357318
02114,157.00,1,,42.35927927735102,-71.06923436744644
02116,150.00,0,,42.352409414178034,-71.06484533300151
02108,189.00,1,,42.35744256035078,-71.06903190739797
02108,250.00,1,,42.359108415266704,-71.06622663529957
02114,375.00,2,,42.36103656084207,-71.06384931204448
02130,59.00,1,,42.29812412303772,-71.11413548740815
02114,324.00,2,,42.3601462021614,-71.06866122534215
02108,220.00,0,,42.35505875044831,-71.07073414612441
02114,195.00,0,,42.35787741073293,-71.06975348587542
02108,150.00,1,,42.35819600748863,-71.0709788190811
02114,150.00,0,,42.35935953022384,-71.06439164979807
02108,147.00,1,,42.35877796569808,-71.07011902031627
02114,275.00,1,,42.36093936175189,-71.06379530400591
02114,130.00,1,,42.35924865856049,-71.06555836973573
02114,197.00,1,,42.35989235705657,-71.06707166292912
02114,150.00,0,,42.35989025509785,-71.06436429838327
02130,60.00,1,,42.31753771012777,-71.10845721836117
02114,140.00,1,,42.360603239442625,-71.06692981913989
02114,150.00,1,,42.36018663418385,-71.06749050429129
02108,849.00,5,,42.35713132783332,-71.07131447263393
02114,200.00,1,,42.36051977778303,-71.06401438870778
02116,350.00,1,,42.3524270264849,-71.0645334850395
02114,195.00,1,,42.35883567151674,-71.06800152477904
02114,145.00,0,,42.35934474352358,-71.06291668127326
02114,125.00,1,,42.35761811579186,-71.06772095809282
02114,189.00,1,,42.35993243661146,-71.06961502905548
02114,199.00,1,,42.35984258695376,-71.06903669731649
02130,145.00,2,,42.30683414172092,-71.11331230827805
02108,195.00,0,,42.3603345259002,-71.06692518128426
02114,155.00,0,,42.36087382838455,-71.06299377704731
02114,130.00,1,,42.35822852008539,-71.06985730160402
02114,289.00,1,,42.36062562771717,-71.06945746836061
02114,175.00,1,,42.35779194890587,-71.07137385545599
02114,99.00,0,,42.36108738048634,-71.0653197581097
02108,175.00,1,580,42.358931308258974,-71.06331100414958
02114,107.00,0,,42.35936904589469,-71.07116179759925
02114,225.00,1,,42.358584373302634,-71.06549388079779
02114,325.00,3,,42.357255866457635,-71.07110976755577
02130,80.00,1,,42.30720226358175,-71.11958890231001
02114,1345.00,1,,42.358363374166665,-71.06840785456532
02114,250.00,2,,42.3605386597071,-71.07062362225503
02108,175.00,0,,42.35648905157266,-71.07076787634173
02114,225.00,1,,42.36042712266661,-71.06515110102988
02114,196.00,1,,42.36031592243771,-71.06937548889282
02111,249.00,1,,42.35281062047559,-71.06528175333415
02114,220.00,2,,42.35986625886903,-71.06720102695712
02114,178.00,0,,42.35851401998179,-71.0664741333111
02114,99.00,0,,42.3608734517646,-71.06667207320037
02108,175.00,,,42.35846013534796,-71.06326992202112
02130,114.00,1,,42.31961968865941,-71.10482911031056
02114,300.00,2,,42.358345898889176,-71.0669280394886
02118,179.00,1,,42.35655822884671,-71.07279512180934
02114,200.00,0,,42.36006717639114,-71.06746134835807
02108,160.00,1,,42.35788881466845,-71.06311027445885
02114,195.00,1,,42.360660170196496,-71.06672559880404
02114,200.00,1,,42.35911503905965,-71.06592181867758
02108,700.00,4,,42.35703422293903,-71.07056202564954
02114,200.00,1,,42.360328949260136,-71.06906867009059
02126,230.00,1,,42.36075066875911,-71.06293513256568
02114,499.00,1,,42.360261268175115,-71.0668503743707
02130,170.00,1,,42.310262093760635,-71.11257439993145
02114,110.00,1,,42.359165655241554,-71.06785397146307
02114,350.00,2,,42.36069179703891,-71.06979684503264
02108,185.00,1,400,42.35682271391546,-71.07024444961496
02114,150.00,0,,42.36099231631034,-71.06444345632248
02108,175.00,1,,42.35691956261994,-71.0705650432753
02114,179.00,1,,42.35915042089938,-71.06792989063233
02108,269.00,1,,42.35841497736698,-71.0630821323763
02114,285.00,1,,42.356484327897945,-71.06945208453679
02108,690.00,4,,42.35818647860455,-71.07177429354016
02114,135.00,1,,42.35988916516593,-71.06763874043462
02130,240.00,2,,42.3185688067565,-71.11415408323548
02114,150.00,1,,42.360809329357885,-71.06419290889143
02114,175.00,1,,42.36007901060088,-71.06696565712132
02114,600.00,4,,42.36043324477766,-71.07134300780932
02114,114.00,1,,42.35987843601993,-71.07121096577602
02114,500.00,2,,42.360473327314025,-71.06292946071105
02114,160.00,2,,42.35807845302379,-71.06472918577053
02114,250.00,1,,42.36054101963022,-71.06885721556502
02114,90.00,1,,42.36056405062218,-71.06531414641472
02114,129.00,0,,42.36013878822191,-71.06407199714536
02114,140.00,0,,42.359464663231066,-71.07106480346663
02130,150.00,2,,42.31012523517613,-71.1028771953959
02108,210.00,1,,42.35656318640398,-71.06996596728106
02114,125.00,1,,42.360026011131495,-71.06484686948848
02114,188.00,1,,42.36057008547229,-71.06815773706349
02114,150.00,1,,42.35867252886708,-71.07007545548723
02114,375.00,2,,42.361107026787955,-71.0702926780151
02114,245.00,1,,42.35669270143099,-71.07297137662971
02114,150.00,0,,42.35876536707974,-71.06430904539252
02114,250.00,1,,42.35990755591563,-71.06879350129807
02114,130.00,1,,42.356680738880335,-71.07155808204068
02114,250.00,2,,42.35975960262915,-71.06759512596133
02131,65.00,1,,42.2924378866568,-71.13576525374667
02131,40.00,1,,42.27964781834151,-71.1360587290911
02130,69.00,1,,42.309502299330454,-71.11675448454866
02113,120.00,1,,42.360776062831896,-71.06445563747977
02108,220.00,1,,42.35767006555429,-71.06902611451346
02108,300.00,2,,42.3589724187129,-71.06944362375978
02108,199.00,1,,42.35909772938312,-71.07124754184737
02114,155.00,0,,42.35960059714639,-71.06390773536619
02114,230.00,2,,42.36056064859132,-71.0714057212558
02114,159.00,1,,42.36077623354696,-71.06492873560457
02114,202.00,1,,42.360351430952186,-71.067273442638
02114,229.00,0,,42.35776698226426,-71.07210011995728
02114,129.00,1,,42.35998942487115,-71.06969178197353
02130,80.00,1,,42.30376309732182,-71.11400262506409
02114,79.00,1,,42.3573889793,-71.07036385453631
02114,210.00,1,,42.3594732887304,-71.07211869527731
02108,129.00,0,,42.357094621650276,-71.06919153389475
02114,200.00,1,,42.35980510467375,-71.06881615036389
02114,229.00,1,,42.35755877830535,-71.07171963738033
02108,160.00,0,,42.35901849368097,-71.06304087785213
02114,135.00,2,,42.361064802195806,-71.06636743014488
02114,99.00,0,,42.361079422623845,-71.06562533879614
02114,115.00,1,,42.35933060974251,-71.06592570273932
02114,175.00,1,,42.36009792921939,-71.06780061400848
02130,85.00,1,,42.31343053763309,-71.10571836582744
02114,229.00,0,,42.35812767164493,-71.07123523378782
02108,199.00,1,,42.35914495775162,-71.0678512353522
02114,200.00,1,,42.35936164660582,-71.06841910385873
02116,133.00,0,,42.35187963304116,-71.06418052773833
02111,120.00,1,,42.35197725363815,-71.06272740805203
02111,329.00,2,,42.35318623004773,-71.0625964807123
02111,349.00,2,,42.352179362768965,-71.06316023638313
02110,209.00,1,,42.35547818306105,-71.05808820238184
02114,200.00,0,,42.36402595184928,-71.05949255382585
02116,329.00,2,,42.352780715249274,-71.06332535885315
02130,75.00,1,,42.308948421885546,-71.11416180689504
02116,375.00,2,,42.35151770894613,-71.06313824382536
02116,350.00,2,,42.35057185007228,-71.06422773039341
02109,70.00,1,,42.359706747866795,-71.05528418371384
,10.00,1,,42.36042354087556,-71.06149583885444
02116,250.00,1,,42.35030998335048,-71.06534209046265
02114,329.00,2,,42.36427675343777,-71.0592995488237
02114,119.00,2,,42.36574063671428,-71.05984695855581
02116,202.00,1,,42.35239351739327,-71.06511221070407
02116,158.00,0,,42.350563870332486,-71.06565364219792
02116,150.00,0,,42.3503315029418,-71.06500312079989
02130,150.00,2,,42.30639602252362,-71.10593528533563
02111,279.00,2,,42.3524017689002,-71.06346104645667
02111,500.00,3,,42.35364833681216,-71.06173783805114
02111,269.00,1,,42.35300316607308,-71.06361936390222
02116,152.00,1,,42.35257068706528,-71.06360430716282
02111,295.00,2,,42.35483189288013,-71.06179050256776
02116,128.00,1,,42.35177641899959,-71.06368056789918
02116,220.00,0,,42.35175907694844,-71.06320945486446
02108 02111,334.00,3,1200,42.354392975346144,-71.06009357094518
02111,290.00,2,,42.355370575567655,-71.06223046536628
02108,139.00,1,,42.35844290828002,-71.06274136231362
02130,70.00,1,,42.31551268554925,-71.10157722722016
02114,220.00,1,,42.36451713943761,-71.06356100211109
02472,60.00,0,,42.36388346412893,-71.05800765337507
02108,239.00,1,,42.357306808662585,-71.06178635429775
02116,150.00,0,,42.35122665932927,-71.06408080672718
02116,290.00,2,,42.35113990407879,-71.06316650323784
02114,153.00,2,,42.36436488962655,-71.06348724765368
02109,250.00,1,,42.35864735308525,-71.05438976467491
02109,295.00,1,,42.359491877623014,-71.05250993955843
02108,204.00,1,,42.35889439429778,-71.0615700591196
02110,345.00,1,,42.362039331106686,-71.0498530527899
02130,80.00,1,,42.309328855670636,-71.1176428044509
02114,181.00,3,,42.3620499578613,-71.06340406808059
02110,190.00,1,,42.35544359107686,-71.05798502172163
02108,150.00,1,,42.35840348816456,-71.06185033441072
02109,100.00,1,,42.35858382193583,-71.05269740046626
02111,80.00,1,,42.35077427847086,-71.06409216289238
02111,139.00,1,,42.35078494146691,-71.05601805181777
02114,275.00,1,,42.35994470638439,-71.06206011966226
02114,135.00,1,,42.36534119834248,-71.06101106410635
02109,250.00,1,,42.358060702118564,-71.05266926285083
02109,250.00,1,,42.35931918425464,-71.05319415858384
02130,225.00,3,,42.31097645315618,-71.10416185751671
02116,199.00,2,,42.35211358924659,-71.06347463616112
02116,300.00,1,,42.351086558496625,-71.06527093337121
02108,249.00,1,,42.35839047029281,-71.06209849436034
02114,167.00,3,,42.36249469393948,-71.06271024806108
02109,400.00,1,,42.35771005571988,-71.05672200011956
02109,400.00,1,,42.357935801896,-71.05221256305288
02111,285.00,2,,42.355613907235025,-71.06282257669693
02114,250.00,2,,42.36431611458808,-71.06107518741497
02108,175.00,1,,42.35711748262145,-71.06179965761459
02114,110.00,1,,42.36681640081029,-71.06458524897171
02130,225.00,2,,42.31686601781734,-71.10254447357467
02116,179.00,1,,42.35162293153461,-71.06685883272657
02111,400.00,2,,42.34968123878315,-71.05680924511469
02108,289.00,1,,42.35448103639743,-71.06130784748179
02114,103.00,1,,42.36669453190779,-71.06633635403648
02114,107.00,0,,42.36109379373899,-71.06244079490797
02109,400.00,1,,42.358779524680074,-71.05239624154014
02116,175.00,1,,42.35133653411735,-71.06556203490102
02111,265.00,2,,42.3551004574346,-71.06147150509614
02116,220.00,0,,42.35267903104372,-71.06409034052461
02108,199.00,1,,42.36277278173111,-71.05939337473565
02130,178.00,2,1500,42.3247317393277,-71.10791787889553
02111,220.00,0,,42.35524342177149,-71.0612055232988
02114,160.00,0,,42.35952515100028,-71.0624898485231
02108,230.00,1,,42.358519252653686,-71.06281729945019
02111,209.00,1,,42.351023387830374,-71.06379302586521
02111,285.00,2,,42.35634575348034,-71.06137947649627
02110,265.00,1,,42.355424236987396,-71.05775942284679
02111,185.00,1,,42.353265656163906,-71.06095515727358
02114,225.00,1,,42.366233081540976,-71.05904009105518
02114,249.00,1,,42.36256483589406,-71.0636978263333
02116,169.00,1,,42.352141941032684,-71.06351949861497
02131,120.00,0,,42.29403534422037,-71.13223724631055
02130,175.00,2,,42.31308411868998,-71.10511677573426
02108,325.00,1,,42.3575810722803,-71.06158526737697
02111,250.00,1,,42.35580917685614,-71.06128850091854
02116,206.00,0,,42.35235688712226,-71.06534161486913
02110,189.00,1,,42.35524819719099,-71.057728990236
02111,400.00,1,,42.3561670844342,-71.06108436778177
02114,299.00,2,,42.36571169298574,-71.06023043086395
02116,150.00,1,,42.35044567906831,-71.06491853318136
02116,209.00,1,,42.350277053667625,-71.06521008189175
02116,199.00,2,,42.35126102439081,-71.0636254169093
02108,154.00,1,,42.35849698264322,-71.06201144020237
02130,109.00,0,,42.309181962717766,-71.1104931014882
02109,70.00,1,,42.35795945476904,-71.05808346476711
02116,199.00,2,,42.35071565807057,-71.0642900899851
02109,425.00,2,,42.35875558694329,-71.05478978236083
02116,99.00,1,,42.350594032018186,-71.06534688915714
02116,169.00,1,,42.35107229312267,-71.06305596090543
02109,399.00,1,,42.35797600459186,-71.05307288174228
02111,400.00,1,,42.35264997462747,-71.06317955731629
02116,199.00,2,,42.351569313485314,-71.06288547360207
02116,199.00,2,,42.35150940254155,-71.06333625679352
02116,80.00,1,,42.35158287420612,-71.06534601202634
02130,383.00,5,,42.297155077033906,-71.11190355685282
02108,150.00,0,,42.35984896639969,-71.05779410822251
02108,235.00,2,,42.36019424688229,-71.05588182276712
02108,175.00,1,,42.36135706276269,-71.05567311398514
02116,550.00,1,,42.35154642695429,-71.0681580163002
02114,250.00,1,1200,42.35929058460621,-71.06086325369459
02114,229.00,1,,42.36408748617406,-71.05942866658202
02116,275.00,2,,42.35095492326392,-71.069194422319
02108,325.00,2,,42.35623878041575,-71.06042658684564
02109,135.00,1,,42.3592631619682,-71.05291766335333
02122,125.00,1,,42.35515467371552,-71.06143071858067
02130,90.00,1,,42.319510898734436,-71.11460121899208
02108,175.00,0,,42.35889162856031,-71.06166258935436
02114,390.00,1,,42.3648319713377,-71.0639087327483
02111,160.00,0,,42.34933742803183,-71.0566868110075
02116,184.00,1,,42.352840770749374,-71.06260645631284
02114,240.00,0,,42.36443313550078,-71.06039046179252
02111,269.00,1,,42.352103068868786,-71.06318368946836
02111,225.00,1,,42.35485703741317,-71.06122845414615
02108,310.00,2,,42.35715190031668,-71.05953739408531
02108,285.00,1,,42.356184107267886,-71.06195985381298
02114,299.00,2,,42.36417484490023,-71.06320412284416
02130,99.00,2,,42.32243105263224,-71.11326557693921
02108,289.00,1,,42.35630612674598,-71.06134033605234
02111,190.00,1,,42.35204722237334,-71.06413405225246
02116,115.00,1,,42.351493069548596,-71.06518757068073
02116,225.00,0,,42.35270680630698,-71.06338443326804
02111,200.00,1,,42.352907535150806,-71.06339267625212
02108,175.00,1,,42.35738232639453,-71.06161726265582
02109,249.00,2,,42.35859014657661,-71.05514432489859
02108,229.00,0,,42.35591666917494,-71.05977497623061
02110,425.00,1,,42.36199306901067,-71.05052296735359
02114,200.00,1,,42.36499900409759,-71.0597040527482
02130,50.00,1,,42.30337106614937,-71.11500731218838
02116,350.00,3,,42.35076076438733,-71.06585080123416
,299.00,1,,42.35185990571018,-71.06496250691329
02111,350.00,1,,42.352533658767086,-71.05960437045894
02114,249.00,1,,42.36596731344966,-71.05953501624145
02116,375.00,2,,42.35049371153128,-71.06986261163799
02114,329.00,2,,42.36626828412615,-71.05897663005086
02114,119.00,2,,42.3646675827611,-71.06108001075275
02111,300.00,2,,42.356231607646166,-71.06067248774416
02114,119.00,2,,42.364252759013205,-71.05958574525586
02108,239.00,0,,42.35645417348172,-71.061030598429
02120,300.00,2,,42.32436433918023,-71.10262149236247
02114,219.00,1,,42.36590513441662,-71.06089339441036
02109,365.00,2,,42.357833273725426,-71.05506584885741
02109,375.00,2,,42.35814948938496,-71.05479106560645
02116,218.00,1,,42.35157546496612,-71.06400038700656
02111,329.00,2,,42.351195415154066,-71.06371813598751
02114,119.00,2,,42.36434318493671,-71.06077179693705
02108,95.00,1,,42.355518696394334,-71.0615279629672
02114,119.00,2,,42.36471355463015,-71.06062807787244
02116,199.00,1,,42.35089947895681,-71.06552652219916
02116,150.00,1,,42.35127323394997,-71.06324249238087
02130,184.00,4,,42.308816078841446,-71.11392840097396
02116,119.00,2,,42.352070003526094,-71.06294914287153
02109,140.00,1,,42.35653307883162,-71.05577699221105
02114,300.00,1,,42.366586009144605,-71.05909170976508
02116,119.00,2,,42.35229392411086,-71.06271603751182
02114,300.00,2,,42.36418849426266,-71.05878820518811
02116,125.00,1,,42.35192217360375,-71.06567999045147
02116,119.00,2,,42.351472997924404,-71.06345473871647
02109,300.00,1,,42.35788651591833,-71.05395895756246
02108,150.00,1,,42.35776705745255,-71.06218007245228
02109,287.00,1,,42.35929959146369,-71.05443070528113
02130,80.00,1,,42.31846334578227,-71.10792704855353
02114,249.00,1,,42.3627081866377,-71.06330692934293
02114,155.00,0,,42.3594170554889,-71.06232329883342
02110,250.00,2,,42.35495597184988,-71.05948774493787
02111,325.00,2,,42.35520778253591,-71.06278922064558
02111,240.00,1,,42.355193771746336,-71.06153295714502
02109,240.00,1,,42.35871635132407,-71.0537119640439
02109,375.00,2,,42.357376002939034,-71.05350942943257
02111,225.00,1,,42.35493353629534,-71.06238746745623
02111,389.00,2,,42.350898320864495,-71.06321290006319
02108,175.00,1,,42.35883103935813,-71.06185488919928
02130,85.00,1,,42.309838352752514,-71.10752400155785
02108,365.00,2,,42.35520170202919,-71.06056985300016
02111,449.00,1,,42.35628105475238,-71.06140929576179
02116,600.00,2,,42.352815033329925,-71.06371270045743
02110,249.00,1,,42.355223271972136,-71.05770431969195
02111,293.00,1,,42.35130793025092,-71.06350574269595
02215,45.00,1,,42.34648892987342,-71.09214601176934
02115,249.00,1,,42.34500940952589,-71.09872441400223
02215,349.00,2,,42.34392158932087,-71.09720065389364
02215,349.00,2,,42.343452988176544,-71.10166759098244
02215,309.00,1,,42.343471201034205,-71.10038331384595
02131,70.00,1,,42.28052812623618,-71.13084254103526
02130,150.00,1,,42.311909365907724,-71.10675529422124
02115,350.00,0,,42.34537074680644,-71.0889434641747
02215,349.00,2,,42.3448650479359,-71.10259974303017
02115,158.00,1,,42.34513001358319,-71.09074179612982
02115,80.00,1,,42.34324137136411,-71.08678332976035
02115,1372.00,1,,42.34520065269172,-71.0889176549188
02215,275.00,2,,42.343654421690474,-71.10056297431775
02215,319.00,2,,42.34585932124852,-71.10011757002653
02115,140.00,1,,42.34485729820837,-71.08806211467696
02115,200.00,1,,42.34569277039437,-71.08775823474248
02215,85.00,1,,42.34684955375407,-71.1033725898693
02130,100.00,1,,42.315529257252386,-71.10240299583324
02215,375.00,2,,42.34312477788598,-71.10143718886964
02215,225.00,1,,42.35117407918826,-71.08998038575537
02215,100.00,1,,42.340584263950554,-71.09941364223958
02215,67.00,1,,42.3420629672256,-71.0975265458895
02215,175.00,1,,42.34674633742564,-71.09977194774844
02215,99.00,1,,42.34238757407687,-71.09725113569735
02215,99.00,0,,42.3462145727819,-71.09372008506031
02215,127.00,1,,42.34715285129972,-71.09299046608885
02215,225.00,1,,42.34671824075804,-71.08785507554508
02215,300.00,1,,42.346398488307784,-71.08833422206777
02130,100.00,1,,42.32186357179841,-71.10374748421248
02115,199.00,1,,42.350703329871294,-71.09069811786318
02215,300.00,1,,42.34737368918427,-71.08906278810225
02215,300.00,1,,42.34599378269235,-71.08864693343483
02215,200.00,2,,42.34861778717707,-71.0922023606865
02115,150.00,1,,42.34207736574011,-71.08456532224928
02215,75.00,1,,42.345858458360766,-71.08958270661267
02215,228.00,1,,42.3441748042941,-71.09847907805019
02215,99.00,1,,42.35009465594819,-71.10681797693022
02215,99.00,1,,42.34727284133626,-71.09473095278784
02215,99.00,1,,42.34772633759232,-71.09394751834036
02130,84.00,1,,42.29858047244345,-71.11026724947551
02215,298.00,1,,42.34980103768958,-71.09535022756496
02215,200.00,1,,42.350929229242354,-71.09919306244385
02215,299.00,1,,42.349869561971744,-71.09886145358124
02215,90.00,0,,42.34092081278094,-71.09715098175862
02115,155.00,1,,42.34310503954213,-71.08839911027161
02215,285.00,1,,42.344324187487835,-71.09916558282711
02215,279.00,2,,42.3448346779175,-71.1000629656702
02215,140.00,1,,42.345904491897734,-71.10469067280206
02115,60.00,1,,42.345705578513936,-71.08952424209426
02215,130.00,0,,42.341840820375516,-71.1013802676703
02130,130.00,1,,42.31627330224815,-71.10215681045173
02215,189.00,1,,42.345114966570144,-71.10037999942827
02115,88.00,1,,42.339857364721404,-71.0938278689629
,60.00,1,,42.34128360140666,-71.08567288767645
02215,279.00,2,,42.343265219561445,-71.10061666678733
02215,219.00,1,,42.34355204301636,-71.10237300108076
02215,140.00,1,,42.35033913578852,-71.10117365617155
02215,140.00,0,,42.35060092773624,-71.09475061144079
02215,160.00,0,,42.3449627659556,-71.1045331067329
02115,75.00,1,,42.341719032555055,-71.08889491975026
02215,239.00,1,,42.34433172722542,-71.10097607447086
02130,76.00,1,,42.316149127022356,-71.10503627122522
02115,74.00,1,,42.34581749887855,-71.08757334848904
02215,125.00,1,,42.34913890598607,-71.10368824958388
02215,135.00,1,700,42.344964928324956,-71.09922517382307
02115,125.00,1,,42.34174882535878,-71.09203402386726
02115,120.00,1,,42.351081709543564,-71.09030968511986
02115,100.00,1,,42.34483908010575,-71.08935480178855
02215,219.00,1,,42.343221756973186,-71.1000791621153
02215,100.00,1,,42.346908960636355,-71.10492804923543
02215,77.00,1,,42.343236914891946,-71.09650008034173
02115,55.00,1,,42.34273793782018,-71.08843142726289
,100.00,1,,42.31218842736296,-71.10566184357903
02215,300.00,1,,42.34753480529132,-71.0889398102648
02215,85.00,1,,42.346420377988224,-71.0936897721571
02215,175.00,1,,42.350122043850334,-71.10239512043518
02215,232.00,1,,42.34510900193237,-71.09667172524709
02215,77.00,1,,42.35069032617516,-71.09782767375795
02115,140.00,1,,42.34335155773515,-71.08897082850042
