ZIP,SALE_PRICE,TOTAL_UNITS,GROSS_SQUARE_FEET,LAT,LNG
02116,251.00,1,,42.35411529429635,-71.07441444576361
02116,185.00,0,,42.35031385894017,-71.07565657623756
02116,251.00,1,700,42.35397478093875,-71.07261173686383
02116,349.00,2,,42.3460967185965,-71.07898646967591
02116,389.00,3,,42.35526319928581,-71.07279310137645
02115,349.00,2,,42.34810958200395,-71.08628317669933
02130,130.00,1,,42.32309568739635,-71.10851426561025
02116,342.00,2,900,42.35428957525216,-71.0727722486024
02116,232.00,1,,42.34689805656105,-71.08034964474446
02116,1250.00,3,,42.3499706088789,-71.0810317665469
02215,249.00,1,,42.34818220300859,-71.09076067873428
02116,135.00,0,,42.352520789933955,-71.08055812208198
02115,280.00,1,,42.34506856744563,-71.08600744143052
02115,155.00,1,,42.350494200056104,-71.08851658067448
02116,200.00,0,,42.35361675796534,-71.0773942234172
02215,150.00,1,,42.348808422721824,-71.08897714796561
02115,239.00,2,,42.34964226006277,-71.0843452927662
02130,190.00,2,,42.311471674493305,-71.10529985856851
02115,160.00,0,,42.34323698976152,-71.08243592270834
02116,174.00,1,,42.34961978643654,-71.0777197745603
02116,199.00,0,,42.34892383089698,-71.08127251577542
02115,425.00,2,,42.34923735794017,-71.08452694664724
02115,220.00,1,,42.349229781314925,-71.0860152462021
02116,160.00,0,,42.35047181357638,-71.0819709061086
02116,199.00,0,,42.34936658147091,-71.08199538348683
02114,150.00,0,,42.34950979261725,-71.08205049512304
02116,150.00,0,,42.35082185936092,-71.08203890985298
02116,150.00,0,,42.35030730652297,-71.08285057824554
02130,100.00,1,,42.30711033673986,-71.10582362671403
02115,695.00,3,,42.347616590105844,-71.08494956680562
02116,189.00,1,,42.345201099550245,-71.07882827612877
02116,148.00,0,,42.34935164400062,-71.08201364187337
02116,400.00,1,,42.3528694442241,-71.08313771032157
02115,160.00,1,,42.345299249027164,-71.08564212118453
02116,300.00,2,,42.35289905728729,-71.08224032764254
02116,200.00,1,,42.350050674641956,-71.08124416584337
02115,275.00,0,,42.35042731259441,-71.08662782304664
02116,166.00,0,,42.35255996024848,-71.0843337755702
02115,160.00,0,,42.34378679176862,-71.08138591193283
02130,450.00,3,,42.30983484647106,-71.11457927159456
02115,160.00,0,,42.34314092444466,-71.08156872463518
,130.00,1,,42.35077760000796,-71.08352721050605
02115,100.00,1,,42.343569137928085,-71.08194891737973
02116,225.00,1,,42.349748750356035,-71.07856759744332
02116,363.00,2,,42.34676221859077,-71.07995065578532
02116,105.00,1,,42.348771760924855,-71.08423396297167
02115,185.00,1,,42.34402836742756,-71.08292014163338
02116,175.00,0,,42.35262416707966,-71.08051383620193
02116,175.00,1,,42.3536143910126,-71.07957868007081
02115,80.00,1,,42.345122793216184,-71.08267392798517
02131,150.00,2,,42.28764103470109,-71.12988286590424
02130,399.00,4,,42.318072566888496,-71.11267005505267
02116,219.00,1,,42.3459360472483,-71.0797046489665
02116,219.00,1,,42.34640823784515,-71.079837710634
02115,110.00,1,,42.342163452906,-71.08295567461526
02116,289.00,1,,42.349540614666715,-71.07848716335708
02116,350.00,2,,42.348308231810464,-71.08225850831094
02116,199.00,1,,42.34731098021755,-71.07505285083262
02116,232.00,2,,42.34519100844435,-71.07939373931754
02115,180.00,1,,42.342308681407154,-71.08279042616411
02115,189.00,1,,42.35031513825874,-71.08681015728966
02115,165.00,1,,42.343185344581606,-71.08269224904575
02130,350.00,2,,42.32394222442044,-71.10820204241452
02116,165.00,2,,42.348532008520074,-71.08413591334903
02116,375.00,2,,42.345636536235304,-71.08067154382003
02116,298.00,2,,42.34612044073809,-71.07858822109148
02116,319.00,2,,42.34671047234268,-71.07770712540359
02116,245.00,1,,42.35041869035099,-71.08200914434187
02116,363.00,2,,42.34596643847092,-71.07829728029174
02115,259.00,1,,42.34817645790785,-71.08654983497297
02116,276.00,2,,42.34659832547842,-71.0801231873253
02116,359.00,2,,42.35376288379316,-71.07423910713261
02116,259.00,1,,42.34594763852984,-71.08194281965525
02130,200.00,2,1000,42.309049862943375,-71.11253858596702
02115,165.00,0,,42.34972969320107,-71.0879236417328
02116,199.00,0,,42.349349848256544,-71.08248800796298
02116,479.00,1,,42.345991317260754,-71.07985901244271
02116,135.00,1,,42.352350470215335,-71.0810818624332
02116,319.00,2,,42.346439299928484,-71.07919862090826
02116,107.00,1,,42.34880658974369,-71.08428372090597
02116,150.00,0,,42.35329571000252,-71.07778636887703
02115,300.00,1,,42.34862911850599,-71.08561477148602
02115,285.00,1,,42.35074444829579,-71.08783569225068
02116,195.00,0,,42.35391159412126,-71.0744372975915
02130,99.00,1,,42.32004366635828,-71.10784415823343
02118,385.00,2,,42.34327133266448,-71.08126679922505
02116,110.00,0,,42.352246700045946,-71.08110195704289
02116,105.00,0,,42.35175205018952,-71.08704748654992
02115,120.00,1,,42.350294187619625,-71.0860715347519
02115,163.00,1,,42.34841552928702,-71.08534241726764
02116,275.00,1,,42.352923935629924,-71.08080354812249
02116,298.00,1,,42.34453454563946,-71.07980384633956
02115,225.00,1,,42.351503651029184,-71.0871041513763
02116,450.00,2,,42.3535589173889,-71.0740979929516
02116,319.00,2,,42.34668654972698,-71.07918967241031
02130,295.00,3,,42.308717208857495,-71.11051775662285
02115,175.00,1,,42.35081828863069,-71.08802691716497
02116,299.00,2,,42.34654267232068,-71.07853071772206
02116,165.00,0,,42.35392228988581,-71.07645347392807
02116,250.00,0,,42.35121526707249,-71.08314799948815
02116,99.00,1,,42.353237450366215,-71.07939584654771
02116,209.00,1,,42.348891620501945,-71.08240563137821
02115,250.00,1,,42.34865395770835,-71.08675315600338
02116,330.00,3,,42.3550344771493,-71.0737364410998
02116,150.00,1,,42.35366906848241,-71.07410717557798
02115,139.00,1,,42.34796211026549,-71.08409779497092
02130,107.00,1,,42.30508831134012,-71.10735816883991
02116,200.00,1,,42.34514083390414,-71.08102884069211
02116,249.00,1,,42.35159198224077,-71.08239647185567
02115,300.00,1,,42.34932836669501,-71.08485519356563
02115,105.00,1,,42.34935037188186,-71.08968697530085
02116,363.00,2,,42.34500463800613,-71.07955320100181
02116,464.00,2,,42.34272614685374,-71.08235023010138
02116,97.00,0,,42.35335666460161,-71.08157617020447
02116,250.00,1,,42.353292465630695,-71.0769730919365
02116,150.00,0,,42.35382532939101,-71.07671360394994
02116,151.00,1,,42.352023942176935,-71.08469114601566
02130,69.00,1,,42.30794791179288,-71.10929998832164
02116,399.00,3,,42.35459064861711,-71.07238092387315
02116,210.00,1,,42.34908473445534,-71.08232079255343
02116,207.00,1,,42.346131970844084,-71.07942553607322
02116,315.00,2,,42.345494521833295,-71.0790962119812
02115,105.00,0,,42.35176712672133,-71.08765359376078
02115,190.00,1,,42.34845343360475,-71.08747775500325
02115,209.00,,,42.34863087070413,-71.08525711720038
02115,145.00,0,,42.343880190626564,-71.08399516188275
02115,200.00,1,,42.34782624281228,-71.08707702664312
02116,450.00,1,,42.35217873823137,-71.08103039350623
02130,76.00,1,,42.30970115849438,-71.11833423971592
02116,170.00,0,,42.35385964677783,-71.07529441161311
02116,329.00,2,,42.35162629930753,-71.07774054333473
02116,297.00,2,,42.34676465164885,-71.07835282398432
02116,349.00,1,,42.34631971517924,-71.07807349661931
02116,200.00,1,,42.352579737702044,-71.07879094316347
02116,451.00,3,,42.354327797179906,-71.073521139528
02116,179.00,1,,42.349261818934515,-71.08440122492242
02116,150.00,1,,42.352652170996365,-71.07565295793515
02115,139.00,0,,42.34945745298075,-71.08880544557996
02116,174.00,2,,42.35481432026883,-71.0746523547689
02130,75.00,1,,42.320809392430675,-71.10730266023941
02116,196.00,1,,42.34769090404016,-71.07338203652183
02115,150.00,0,,42.350464371474246,-71.08893992239963
02116,189.00,1,,42.3514296661157,-71.07438802397489
02115,120.00,1,,42.34501591990805,-71.0803023798202
02215,250.00,1,,42.34955217253104,-71.09002973714742
,200.00,1,,42.350665618860226,-71.07915281568916
02116,229.00,1,,42.35510226700914,-71.07316777262785
02115,175.00,1,,42.34327094946141,-71.08371100915447
02215,200.00,1,,42.35143299578862,-71.08808721926776
02115,249.00,1,,42.348344518902536,-71.08620417825242
02130,55.00,1,,42.31579765902374,-71.11696299856978
02115,97.00,1,,42.3459210972832,-71.08156523877926
02116,250.00,1,,42.35106607747779,-71.08031618631631
02115,102.00,1,,42.349597769716915,-71.08934622692323
02115,200.00,1,,42.350843566287665,-71.08636651812893
02116,200.00,0,,42.35225241644322,-71.07175693122319
02116,170.00,0,,42.35212986698087,-71.0781293837889
02116,205.00,1,,42.35130574498772,-71.08268033862973
02116,220.00,1,,42.35227774054727,-71.0828593356315
02116,225.00,0,,42.352195967408825,-71.07885459897311
02116,975.00,2,,42.35125745334598,-71.08435198932179
02131,145.00,2,,42.286264736208935,-71.13706513072117
02130,65.00,1,,42.32249608513066,-71.11475792071663
02116,295.00,2,,42.34506923068747,-71.07883957651161
02116,245.00,1,,42.35257828561665,-71.08259945045046
02116,600.00,2,,42.35457366444874,-71.07242763352764
02116,150.00,0,,42.34940674848636,-71.08345968465333
02116,232.00,1,,42.34650345900489,-71.07834995027376
02116,298.00,1,,42.346554449047275,-71.0782034265307
02116,329.00,0,,42.353074296820566,-71.0822420192819
02116,40.00,1,,42.350809558891854,-71.08222456973219
02116,235.00,1,,42.34889611188792,-71.0841468448245
02115,194.00,1,,42.34973369884361,-71.08465376110208
02130,59.00,1,,42.318054676409226,-71.1118693618817
02116,299.00,2,,42.34735051054248,-71.07924229599945
02115,50.00,1,,42.34397625597894,-71.08288061414346
02116,300.00,1,,42.34963192836867,-71.08311894250734
02116,229.00,2,,42.35482453139531,-71.07334797058765
02116,175.00,0,,42.34747332897543,-71.07334293945296
02115,230.00,1,,42.35002845570644,-71.08390690295413
02116,130.00,1,,42.35357949532429,-71.07779788406096
02116,319.00,2,,42.34683653589356,-71.07842855228066
02116,319.00,2,,42.346851994984036,-71.0779951821494
02115,209.00,,,42.348316723445805,-71.08474346052387
02130,88.00,1,,42.299562916444245,-71.11283944617207
02116,160.00,0,,42.35483811492339,-71.07631445495048
02116,257.00,2,,42.34522167786116,-71.0795988393007
02116,199.00,1,,42.34613830566531,-71.0797152763806
02116,159.00,0,,42.35090788586625,-71.07486202999672
02115,185.00,1,,42.34475144266803,-71.08586355825072
02115,229.00,1,500,42.348630855291646,-71.09007694380696
02115,169.00,1,,42.347843690732404,-71.08560863024267
02116,175.00,1,,42.347055733870484,-71.08023462174923
02115,375.00,2,,42.35015130461911,-71.09115128880198
02115,350.00,2,,42.34886985619918,-71.08460420772631
02130,164.00,4,,42.30988682257417,-71.11789702317628
02116,325.00,1,,42.35448687741874,-71.07537396287039
02116,185.00,1,,42.35428465578638,-71.07737376922702
02116,179.00,1,,42.35476045244558,-71.0736797996714
02115,259.00,1,,42.348000439971756,-71.08552158738037
02116,299.00,1,,42.34994795093453,-71.08225904871169
02116,139.00,0,,42.352273173397826,-71.08256662119477
02116,363.00,2,,42.345003316395605,-71.0794907415972
02116,218.00,3,,42.34604445496711,-71.08017522974744
02116,239.00,1,,42.35472247394194,-71.07524632107211
02116,139.00,1,,42.349203098042544,-71.08036997373881
02130,90.00,0,,42.32508878303933,-71.10722979809752
02116,80.00,1,,42.347198309516905,-71.08003031151644
02116,299.00,2,,42.34652131433815,-71.07838416340084
02116,225.00,1,,42.35132218195608,-71.08259079219309
02115,115.00,1,,42.34964029915511,-71.08834175881046
02116,100.00,0,,42.35371866549875,-71.07838108749515
02115,200.00,1,,42.35064855403454,-71.08375482059041
02115,109.00,1,,42.34382635912443,-71.08260980130042
02116,150.00,1,,42.355527797905374,-71.07834143471044
02115,350.00,1,,42.351681340931684,-71.08706448356696
02116,319.00,2,,42.34665681392895,-71.07911571013813
02130,185.00,2,,42.31395140584357,-71.11600891554467
02116,225.00,1,,42.35296929099229,-71.07923603840048
02116,281.00,2,,42.353916566547355,-71.07567158140867
02116,249.00,1,,42.34686689996466,-71.07899933936598
02116,170.00,1,,42.350860498156585,-71.080994162919
02116,119.00,2,,42.34654034032871,-71.07927440328857
02116,185.00,1,,42.34547013412014,-71.07881220331836
02116,450.00,3,,42.34520351943119,-71.079508113058
02115,285.00,2,1100,42.349954481812766,-71.08660245393479
